-0.0935169	0.951958	1.979	-0.790876	0.780897	1.92479	
-0.0925453	0.906197	1.97125	-0.787326	0.73597	1.91782	
-0.0946956	0.684826	1.92558	-0.782951	0.642464	1.90831	
-0.155987	0.713022	1.95208	-0.842352	0.559119	1.87722	
-0.154624	0.652708	1.94166	-0.837566	0.499791	1.86777	
-0.153084	0.587421	1.93036	-0.832322	0.43553	1.85748	
-0.151188	0.509866	1.91689	-0.826026	0.35915	1.84519	
-0.14928	0.434152	1.90372	-0.819824	0.284547	1.83315	
-0.147196	0.353482	1.88966	-0.813165	0.205027	1.82027	
-0.144938	0.267863	1.87472	-0.806051	0.120598	1.80655	
-0.142505	0.177301	1.85889	-0.798482	0.0312661	1.792	
-0.139898	0.081804	1.84218	-0.790459	-0.0629611	1.77662	
-0.137116	-0.0186203	1.82458	-0.781983	-0.162076	1.76042	
-0.13416	-0.123964	1.80611	-0.773054	-0.266071	1.74338	
-0.131031	-0.234218	1.78676	-0.763674	-0.374937	1.72551	
-0.127729	-0.349375	1.76653	-0.753842	-0.488666	1.70682	
-0.124253	-0.469424	1.74542	-0.743561	-0.607249	1.6873	
-0.120605	-0.594356	1.72344	-0.73283	-0.730675	1.66696	
-0.116785	-0.72416	1.70059	-0.721651	-0.858936	1.6458	
-0.112793	-0.858828	1.67686	-0.710024	-0.99202	1.62382	
-0.108629	-0.998347	1.65227	-0.697952	-1.12992	1.60102	
-0.104294	-1.14271	1.62681	-0.685433	-1.27262	1.57741	
-0.0993288	-1.30708	1.59781	-0.67115	-1.43512	1.55049	
-0.094636	-1.46156	1.57054	-0.657701	-1.58786	1.52517	
-0.0897734	-1.62085	1.5424	-0.643809	-1.74537	1.49903	
-0.0847414	-1.78493	1.51341	-0.629477	-1.90763	1.47209	
-0.0795406	-1.95379	1.48357	-0.614705	-2.07463	1.44435	
-0.0741713	-2.1274	1.45287	-0.599495	-2.24636	1.4158	
-0.0686342	-2.30577	1.42132	-0.583848	-2.4228	1.38645	
-0.0629297	-2.48888	1.38893	-0.567766	-2.60393	1.3563	
-0.0570583	-2.6767	1.35569	-0.551249	-2.78975	1.32535	
-0.0510205	-2.86923	1.3216	-0.5343	-2.98024	1.29361	
-0.044817	-3.06645	1.28668	-0.516919	-3.17538	1.26108	
-0.0384483	-3.26834	1.25092	-0.499108	-3.37516	1.22776	
-0.0319149	-3.47489	1.21432	-0.480868	-3.57955	1.19365	
-0.0252175	-3.68608	1.17689	-0.462202	-3.78855	1.15876	
-0.0176615	-3.92372	1.13477	-0.441178	-4.02375	1.11948	
-0.0106215	-4.1446	1.0956	-0.42162	-4.24237	1.08295	
-0.00341938	-4.37007	1.05562	-0.401641	-4.46554	1.04565	
0.00394427	-4.6001	1.01482	-0.381241	-4.69324	1.00758	
0.0114688	-4.83469	0.973197	-0.360422	-4.92545	0.968741	
0.0191535	-5.0738	0.930767	-0.339187	-5.16216	0.929135	
0.0269977	-5.31743	0.887528	-0.317536	-5.40335	0.888768	
0.0350007	-5.56555	0.843485	-0.295472	-5.64899	0.847642	
0.0431618	-5.81814	0.79864	-0.272997	-5.89907	0.80576	
0.0514803	-6.07519	0.752997	-0.250113	-6.15357	0.763127	
0.0599554	-6.33666	0.70656	-0.22682	-6.41247	0.719744	
0.0685865	-6.60255	0.659332	-0.203122	-6.67574	0.675617	
0.0773727	-6.87282	0.611318	-0.179021	-6.94336	0.630748	
0.0863133	-7.14746	0.562522	-0.154517	-7.21532	0.585141	
0.0963253	-7.45458	0.507946	-0.127102	-7.51946	0.534125	
0.105588	-7.73832	0.457519	-0.101761	-7.80045	0.48698	
0.115002	-8.02636	0.406321	-0.0760257	-8.0857	0.439109	
0.124567	-8.31867	0.354357	-0.0498968	-8.37519	0.390515	
0.134282	-8.61523	0.301631	-0.0233769	-8.6689	0.341202	
0.144147	-8.91601	0.248147	0.00353175	-8.96681	0.291175	
0.154161	-9.221	0.19391	0.030827	-9.26888	0.240438	
0.164322	-9.53017	0.138924	0.0585066	-9.5751	0.188993	
0.17463	-9.84349	0.0831931	0.0865681	-9.88544	0.136847	
0.185084	-10.1609	0.026722	0.115009	-10.1999	0.0840016	
0.195683	-10.4825	-0.0304846	0.143828	-10.5184	0.0304628	
0.206426	-10.8081	-0.0884222	0.173022	-10.8409	-0.0237657	
