-0.115682	-1.13972	0.298849	-0.738647	-0.0847223	0.244952	
-0.115682	-1.13972	0.298849	-0.738647	-0.0847223	0.244952	
-0.115682	-1.19058	0.298849	-0.612686	-0.237264	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
0.0152074	-1.13969	0.298849	-0.864681	-0.135579	0.141062	
